




County                        Registered Voters             Ballots Cast                  Voter Turnout                 
BLACK RIVER                   317                           159                           50.16%
BLOOMINGVALE                  751                           375                           49.93%
CADES                         502                           222                           44.22%
CEDAR SWAMP                   319                           157                           49.22%
CENTRAL                       858                           377                           43.94%
EARLES                        554                           283                           51.08%
GREELEYVILLE                  1293                          558                           43.16%
HARMONY                       283                           172                           60.78%
HEBRON                        447                           62                            13.87%
HEMINGWAY                     1445                          697                           48.24%
HENRY-POPLAR HILL             524                           265                           50.57%
INDIANTOWN                    1338                          595                           44.47%
KINGSTREE NO.1                2775                          1104                          39.78%
KINGSTREE NO.2                880                           244                           27.73%
KINGSTREE NO.3                2132                          700                           32.83%
KINGSTREE NO.4                1175                          453                           38.55%
LANE                          823                           408                           49.57%
MORRISVILLE                   211                           121                           57.35%
MOUNT VERNON                  370                           178                           48.11%
NESMITH                       532                           300                           56.39%
PERGAMOS                      181                           113                           62.43%
PINEY FOREST                  328                           201                           61.28%
SALTERS                       979                           481                           49.13%
SANDY BAY                     320                           174                           54.38%
SINGLETARY                    255                           138                           54.12%
SUTTONS                       220                           122                           55.45%
TRIO                          813                           382                           46.99%
MUDDY CREEK                   723                           416                           57.54%
Absentee                      0                             2119                          0.00%
Emergency                     0                             152                           0.00%
Failsafe                      0                             0                             0.00%
Provisional                   0                             38                            0.00%
Failsafe Provisional          0                             7                             0.00%
Total:                        21348                         11773                         55.15%

                                                                                                                                                                                                     STRAIGHT PARTY (Vote For 1)
                                                            Democratic                                                  Working Families                                            United Citizens                                             Green                                                       Republican                                                  American                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
BLACK RIVER                   317                           78                            78                            2                             2                             5                             5                             0                             0                             34                            34                            0                             0                             119                           
BLOOMINGVALE                  751                           214                           214                           1                             1                             5                             5                             0                             0                             90                            90                            2                             2                             312                           
CADES                         502                           114                           114                           2                             2                             1                             1                             0                             0                             56                            56                            0                             0                             173                           
CEDAR SWAMP                   319                           52                            52                            0                             0                             1                             1                             0                             0                             59                            59                            0                             0                             112                           
CENTRAL                       858                           181                           181                           2                             2                             1                             1                             1                             1                             68                            68                            1                             1                             254                           
EARLES                        554                           54                            54                            0                             0                             0                             0                             0                             0                             169                           169                           1                             1                             224                           
GREELEYVILLE                  1293                          386                           386                           0                             0                             0                             0                             1                             1                             54                            54                            0                             0                             441                           
HARMONY                       283                           41                            41                            0                             0                             0                             0                             0                             0                             99                            99                            0                             0                             140                           
HEBRON                        447                           10                            10                            0                             0                             0                             0                             0                             0                             35                            35                            0                             0                             45                            
HEMINGWAY                     1445                          334                           334                           1                             1                             2                             2                             0                             0                             155                           155                           4                             4                             496                           
HENRY-POPLAR HILL             524                           85                            85                            1                             1                             1                             1                             1                             1                             60                            60                            0                             0                             148                           
INDIANTOWN                    1338                          334                           334                           2                             2                             4                             4                             2                             2                             42                            42                            0                             0                             384                           
KINGSTREE NO.1                2775                          419                           419                           5                             5                             7                             7                             0                             0                             306                           306                           2                             2                             739                           
KINGSTREE NO.2                880                           200                           200                           1                             1                             1                             1                             0                             0                             6                             6                             0                             0                             208                           
KINGSTREE NO.3                2132                          509                           509                           4                             4                             7                             7                             3                             3                             37                            37                            4                             4                             564                           
KINGSTREE NO.4                1175                          271                           271                           9                             9                             3                             3                             0                             0                             62                            62                            2                             2                             347                           
LANE                          823                           331                           331                           3                             3                             1                             1                             1                             1                             20                            20                            2                             2                             358                           
MORRISVILLE                   211                           99                            99                            1                             1                             1                             1                             0                             0                             6                             6                             1                             1                             108                           
MOUNT VERNON                  370                           88                            88                            0                             0                             2                             2                             0                             0                             46                            46                            0                             0                             136                           
NESMITH                       532                           224                           224                           2                             2                             4                             4                             1                             1                             20                            20                            0                             0                             251                           
PERGAMOS                      181                           44                            44                            0                             0                             0                             0                             0                             0                             52                            52                            0                             0                             96                            
PINEY FOREST                  328                           1                             1                             0                             0                             1                             1                             0                             0                             162                           162                           1                             1                             165                           
SALTERS                       979                           344                           344                           0                             0                             0                             0                             1                             1                             37                            37                            3                             3                             385                           
SANDY BAY                     320                           39                            39                            2                             2                             0                             0                             0                             0                             71                            71                            2                             2                             114                           
SINGLETARY                    255                           88                            88                            0                             0                             2                             2                             1                             1                             7                             7                             1                             1                             99                            
SUTTONS                       220                           30                            30                            2                             2                             0                             0                             0                             0                             62                            62                            1                             1                             95                            
TRIO                          813                           290                           290                           1                             1                             1                             1                             0                             0                             23                            23                            1                             1                             316                           
MUDDY CREEK                   723                           106                           106                           2                             2                             0                             0                             0                             0                             128                           128                           1                             1                             237                           
Absentee                      0                             1329                          1329                          10                            10                            20                            20                            6                             6                             241                           241                           8                             8                             1614                          
Emergency                     0                             11                            11                            0                             0                             1                             1                             0                             0                             106                           106                           0                             0                             118                           
Failsafe                      0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Provisional                   0                             13                            13                            0                             0                             0                             0                             0                             0                             16                            16                            0                             0                             29                            
Failsafe Provisional          0                             4                             4                             0                             0                             1                             1                             0                             0                             1                             1                             0                             0                             6                             
Totals:                       21348                         6323                          6323                          53                            53                            72                            72                            18                            18                            2330                          2330                          37                            37                            8833                          

                                                                                                           Governor and Lieutenant Governor (Vote FoMORRISVILLE                   211                           113                           113                           0                             0                             113                           
NESMITH                       532                           271                           271                           1                             1                             272                           
Absentee                      0                             33                            33                            0                             0                             33                            
Emergency                     0                             0                             0                             0                             0                             0                             
Failsafe                      0                             0                             0                             0                             0                             0                             
Provisional                   0                             0                             0                             0                             0                             0                             
Totals:                       743                           417                           417                           1                             1                             418                           

                                                                             Solicitor Circuit 3 (Vote For 1)
                                                            Ernest Chip Finney III                                      Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
BLACK RIVER                   317                           116                           116                           1                             1                             117                           
BLOOMINGVALE                  751                           279                           279                           2                             2                             281                           
CADES                         502                           162                           162                           0                             0                             162                           
CEDAR SWAMP                   319                           100                           100                           5                             5                             105                           
CENTRAL                       858                           286                           286                           9                             9                             295                           
EARLES                        554                           109                           109                           4                             4                             113                           
GREELEYVILLE                  1293                          494                           494                           4                             4                             498                           
HARMONY                       283                           84                            84                            6                             6                             90                            
HEBRON                        447                           30                            30                            0                             0                             30                            
HEMINGWAY                     1445                          522                           522                           5                             5                             527                           
HENRY-POPLAR HILL             524                           180                           180                           4                             4                             184                           
INDIANTOWN                    1338                          532                           532                           0                             0                             532                           
KINGSTREE NO.1                2775                          781                           781                           9                             9                             790                           
KINGSTREE NO.2                880                           236                           236                           0                             0                             236                           
KINGSTREE NO.3                2132                          649                           649                           3                             3                             652                           
KINGSTREE NO.4                1175                          376                           376                           1                             1                             377                           
LANE                          823                           381                           381                           2                             2                             383                           
MORRISVILLE                   211                           113                           113                           0                             0                             113                           
MOUNT VERNON                  370                           132                           132                           3                             3                             135                           
NESMITH                       532                           267                           267                           1                             1                             268                           
PERGAMOS                      181                           70                            70                            0                             0                             70                            
PINEY FOREST                  328                           49                            49                            1                             1                             50                            
SALTERS                       979                           430                           430                           0                             0                             430                           
SANDY BAY                     320                           105                           105                           1                             1                             106                           
SINGLETARY                    255                           129                           129                           0                             0                             129                           
SUTTONS                       220                           65                            65                            2                             2                             67                            
TRIO                          813                           343                           343                           0                             0                             343                           
MUDDY CREEK                   723                           253                           253                           4                             4                             257                           
Absentee                      0                             1786                          1786                          13                            13                            1799                          
Emergency                     0                             37                            37                            0                             0                             37                            
Failsafe                      0                             0                             0                             0                             0                             0                             
Provisional                   0                             19                            19                            0                             0                             19                            
Failsafe Provisional          0                             6                             6                             0                             0                             6                             
Totals:                       21348                         9121                          9121                          80                            80                            9201                          

                                                                             Auditor (Vote For 1)
                                                            Crystal Powell                                              Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
BLACK RIVER                   317                           128                           128                           0                             0                             128                           
BLOOMINGVALE                  751                           280                           280                           2                             2                             282                           
CADES                         502                           170                           170                           0                             0                             170                           
CEDAR SWAMP                   319                           109                           109                           2                             2                             111                           
CENTRAL                       858                           301                           301                           3                             3                             304                           
EARLES                        554                           113                           113                           4                             4                             117                           
GREELEYVILLE                  1293                          494                           494                           4                             4                             498                           
HARMONY                       283                           86                            86                            7                             7                             93                            
HEBRON                        447                           31                            31                            0                             0                             31                            
HEMINGWAY                     1445                          529                           529                           4                             4                             533                           
HENRY-POPLAR HILL             524                           181                           181                           4                             4                             185                           
INDIANTOWN                    1338                          534                           534                           0                             0                             534                           
KINGSTREE NO.1                2775                          851                           851                           6                             6                             857                           
KINGSTREE NO.2                880                           237                           237                           1                             1                             238                           
KINGSTREE NO.3                2132                          666                           666                           0                             0                             666                           
KINGSTREE NO.4                1175                          386                           386                           2                             2                             388                           
LANE                          823                           380                           380                           1                             1                             381                           
MORRISVILLE                   211                           114                           114                           0                             0                             114                           
MOUNT VERNON                  370                           137                           137                           3                             3                             140                           
NESMITH                       532                           270                           270                           1                             1                             271                           
PERGAMOS                      181                           72                            72                            0                             0                             72                            
PINEY FOREST                  328                           53                            53                            1                             1                             54                            
SALTERS                       979                           433                           433                           0                             0                             433                           
SANDY BAY                     320                           113                           113                           1                             1                             114                           
SINGLETARY                    255                           128                           128                           2                             2                             130                           
SUTTONS                       220                           70                            70                            2                             2                             72                            
TRIO                          813                           351                           351                           0                             0                             351                           
MUDDY CREEK                   723                           261                           261                           2                             2                             263                           
Absentee                      0                             1833                          1833                          5                             5                             1838                          
Emergency                     0                             39                            39                            0                             0                             39                            
Failsafe                      0                             0                             0                             0                             0                             0                             
Provisional                   0                             21                            21                            0                             0                             21                            
Failsafe Provisional          0                             6                             6                             0                             0                             6                             
Totals:                       21348                         9377                          9377                          57                            57                            9434                          

                                                                             County Treasurer (Vote For 1)
                                                            Kimber W Cooper                                             Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
BLACK RIVER                   317                           124                           124                           1                             1                             125                           
BLOOMINGVALE                  751                           289                           289                           2                             2                             291                           
CADES                         502                           168                           168                           0                             0                             168                           
CEDAR SWAMP                   319                           112                           112                           2                             2                             114                           
CENTRAL                       858                           300                           300                           3                             3                             303                           
EARLES                        554                           126                           126                           2                             2                             128                           
GREELEYVILLE                  1293                          502                           502                           3                             3                             505                           
HARMONY                       283                           97                            97                            6                             6                             103                           
HEBRON                        447                           34                            34                            0                             0                             34                            
HEMINGWAY                     1445                          535                           535                           4                             4                             539                           
HENRY-POPLAR HILL             524                           186                           186                           4                             4                             190                           
INDIANTOWN                    1338                          541                           541                           0                             0                             541                           
KINGSTREE NO.1                2775                          843                           843                           4                             4                             847                           
KINGSTREE NO.2                880                           235                           235                           2                             2                             237                           
KINGSTREE NO.3                2132                          663                           663                           0                             0                             663                           
KINGSTREE NO.4                1175                          388                           388                           2                             2                             390                           
LANE                          823                           383                           383                           0                             0                             383                           
MORRISVILLE                   211                           114                           114                           0                             0                             114                           
MOUNT VERNON                  370                           134                           134                           3                             3                             137                           
NESMITH                       532                           281                           281                           0                             0                             281                           
PERGAMOS                      181                           73                            73                            0                             0                             73                            
PINEY FOREST                  328                           54                            54                            0                             0                             54                            
SALTERS                       979                           444                           444                           0                             0                             444                           
SANDY BAY                     320                           117                           117                           1                             1                             118                           
SINGLETARY                    255                           129                           129                           0                             0                             129                           
SUTTONS                       220                           69                            69                            2                             2                             71                            
TRIO                          813                           355                           355                           0                             0                             355                           
MUDDY CREEK                   723                           267                           267                           2                             2                             269                           
Absentee                      0                             1844                          1844                          10                            10                            1854                          
Emergency                     0                             40                            40                            0                             0                             40                            
Failsafe                      0                             0                             0                             0                             0                             0                             
Provisional                   0                             23                            23                            0                             0                             23                            
Failsafe Provisional          0                             6                             6                             0                             0                             6                             
Totals:                       21348                         9476                          9476                          53                            53                            9529                          

                                                                             County Supervisor (Vote For 1)
                                                            Tiffany Cooks                                               Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
BLACK RIVER                   317                           128                           128                           1                             1                             129                           
BLOOMINGVALE                  751                           292                           292                           2                             2                             294                           
CADES                         502                           173                           173                           0                             0                             173                           
CEDAR SWAMP                   319                           118                           118                           4                             4                             122                           
CENTRAL                       858                           315                           315                           4                             4                             319                           
EARLES                        554                           120                           120                           1                             1                             121                           
GREELEYVILLE                  1293                          503                           503                           5                             5                             508                           
HARMONY                       283                           103                           103                           6                             6                             109                           
HEBRON                        447                           32                            32                            0                             0                             32                            
HEMINGWAY                     1445                          536                           536                           6                             6                             542                           
HENRY-POPLAR HILL             524                           187                           187                           2                             2                             189                           
INDIANTOWN                    1338                          546                           546                           1                             1                             547                           
KINGSTREE NO.1                2775                          884                           884                           8                             8                             892                           
KINGSTREE NO.2                880                           236                           236                           1                             1                             237                           
KINGSTREE NO.3                2132                          672                           672                           0                             0                             672                           
KINGSTREE NO.4                1175                          398                           398                           1                             1                             399                           
LANE                          823                           388                           388                           0                             0                             388                           
MORRISVILLE                   211                           115                           115                           0                             0                             115                           
MOUNT VERNON                  370                           140                           140                           3                             3                             143                           
NESMITH                       532                           280                           280                           0                             0                             280                           
PERGAMOS                      181                           74                            74                            0                             0                             74                            
PINEY FOREST                  328                           53                            53                            1                             1                             54                            
SALTERS                       979                           444                           444                           0                             0                             444                           
SANDY BAY                     320                           122                           122                           2                             2                             124                           
SINGLETARY                    255                           127                           127                           1                             1                             128                           
SUTTONS                       220                           72                            72                            0                             0                             72                            
TRIO                          813                           356                           356                           1                             1                             357                           
MUDDY CREEK                   723                           269                           269                           3                             3                             272                           
Absentee                      0                             1858                          1858                          13                            13                            1871                          
Emergency                     0                             42                            42                            0                             0                             42                            
Failsafe                      0                             0                             0                             0                             0                             0                             
Provisional                   0                             20                            20                            0                             0                             20                            
Failsafe Provisional          0                             6                             6                             0                             0                             6                             
Totals:                       21348                         9609                          9609                          66                            66                            9675                          

                                                                                                           County Council District 1 (Vote For 1)
                                                            Joe Lee                                                     John C Pinckney                                             Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
HEMINGWAY                     1445                          323                           323                           308                           308                           1                             1                             632                           
HENRY-POPLAR HILL             524                           126                           126                           95                            95                            0                             0                             221                           
INDIANTOWN                    1338                          68                            68                            90                            90                            0                             0                             158                           
NESMITH                       532                           8                             8                             0                             0                             0                             0                             8                             
SINGLETARY                    255                           1                             1                             0                             0                             0                             0                             1                             
MUDDY CREEK                   723                           251                           251                           93                            93                            4                             4                             348                           
Absentee                      0                             71                            71                            117                           117                           0                             0                             188                           
Emergency                     0                             0                             0                             0                             0                             0                             0                             0                             
Failsafe                      0                             0                             0                             0                             0                             0                             0                             0                             
Provisional                   0                             0                             0                             1                             1                             0                             0                             1                             
Totals:                       4817                          848                           848                           704                           704                           5                             5                             1557                          

                                                                             County Council District 2 (Vote For 1)
                                                            Torrance T Wilson                                           Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
BLOOMINGVALE                  751                           279                           279                           4                             4                             283                           
CEDAR SWAMP                   319                           39                            39                            0                             0                             39                            
INDIANTOWN                    1338                          387                           387                           1                             1                             388                           
KINGSTREE NO.3                2132                          55                            55                            0                             0                             55                            
MORRISVILLE                   211                           114                           114                           0                             0                             114                           
NESMITH                       532                           268                           268                           1                             1                             269                           
PINEY FOREST                  328                           48                            48                            1                             1                             49                            
SINGLETARY                    255                           119                           119                           2                             2                             121                           
Absentee                      0                             262                           262                           1                             1                             263                           
Emergency                     0                             0                             0                             0                             0                             0                             
Failsafe                      0                             0                             0                             0                             0                             0                             
Provisional                   0                             3                             3                             0                             0                             3                             
Totals:                       5866                          1574                          1574                          10                            10                            1584                          

                                                                             County Council District 6 (Vote For 1)
                                                            Sam L Floyd                                                 Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
KINGSTREE NO.1                2775                          925                           925                           4                             4                             929                           
SANDY BAY                     320                           146                           146                           1                             1                             147                           
Absentee                      0                             341                           341                           4                             4                             345                           
Emergency                     0                             0                             0                             0                             0                             0                             
Failsafe                      0                             0                             0                             0                             0                             0                             
Provisional                   0                             0                             0                             0                             0                             0                             
Totals:                       3095                          1412                          1412                          9                             9                             1421                          

                                                                             County Council District 7 (Vote For 1)
                                                            Carolyn G Lemmon                                            Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
CADES                         502                           167                           167                           0                             0                             167                           
HEBRON                        447                           16                            16                            0                             0                             16                            
KINGSTREE NO.3                2132                          604                           604                           4                             4                             608                           
PERGAMOS                      181                           70                            70                            0                             0                             70                            
SINGLETARY                    255                           8                             8                             0                             0                             8                             
Absentee                      0                             357                           357                           2                             2                             359                           
Emergency                     0                             19                            19                            1                             1                             20                            
Failsafe                      0                             0                             0                             0                             0                             0                             
Provisional                   0                             0                             0                             0                             0                             0                             
Totals:                       3517                          1241                          1241                          7                             7                             1248                          

                                                                                                           Soil and Water District Commission (Vote For 2)
                                                            Atwood McIntosh Jr                                          Scott Williamson                                            Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
BLACK RIVER                   317                           57                            57                            37                            37                            2                             2                             96                            
BLOOMINGVALE                  751                           73                            73                            107                           107                           3                             3                             183                           
CADES                         502                           57                            57                            75                            75                            0                             0                             132                           
