




County                        Registered Voters             Ballots Cast                  Voter Turnout                 
GREENVILLE 7                  2190                          210                           210                           234                           234                           7                             7                             451                           
GREENVILLE 8                  3067                          303                           303                           354                           354                           7                             7                             664                           
GREENVILLE 10                 2686                          482                           482                           438                           438                           11                            11                            931                           
GREENVILLE 14                 1861                          66                            66                            158                           158                           5                             5                             229                           
GREENVILLE 16                 2057                          488                           488                           388                           388                           3                             3                             879                           
GREENVILLE 17                 1760                          474                           474                           360                           360                           1                             1                             835                           
GREENVILLE 18                 1470                          426                           426                           383                           383                           2                             2                             811                           
GREENVILLE 19                 2394                          187                           187                           287                           287                           3                             3                             477                           
GREENVILLE 20                 1300                          390                           390                           265                           265                           1                             1                             656                           
GREENVILLE 21                 1576                          357                           357                           284                           284                           2                             2                             643                           
GREENVILLE 22                 2348                          534                           534                           634                           634                           4                             4                             1172                          
GREENVILLE 23                 2030                          532                           532                           545                           545                           1                             1                             1078                          
GREENVILLE 24                 4229                          825                           825                           484                           484                           17                            17                            1326                          
GREENVILLE 25                 2176                          371                           371                           202                           202                           6                             6                             579                           
GREENVILLE 26                 1907                          282                           282                           258                           258                           6                             6                             546                           
GREENVILLE 27                 1278                          454                           454                           106                           106                           4                             4                             564                           
GREENVILLE 28                 1275                          211                           211                           130                           130                           4                             4                             345                           
GREENVILLE 29                 2037                          189                           189                           180                           180                           3                             3                             372                           
AIKEN                         1058                          140                           140                           78                            78                            1                             1                             219                           
ALTAMONT FOREST               1270                          527                           527                           143                           143                           2                             2                             672                           
ASHETON LAKES                 3129                          1163                          1163                          272                           272                           5                             5                             1440                          
AVON                          1652                          571                           571                           162                           162                           2                             2                             735                           
BELLE MEADE                   1834                          56                            56                            210                           210                           5                             5                             271                           
BELLS CROSSING                2916                          1002                          1002                          288                           288                           7                             7                             1297                          
BELMONT                       1010                          130                           130                           87                            87                            1                             1                             218                           
BEREA                         1467                          314                           314                           112                           112                           5                             5                             431                           
BOILING SPRINGS               2177                          740                           740                           270                           270                           2                             2                             1012                          
BOTANY WOODS                  1823                          493                           493                           233                           233                           4                             4                             730                           
BROOKGLENN                    1316                          409                           409                           108                           108                           4                             4                             521                           
CANEBRAKE                     2915                          1030                          1030                          306                           306                           8                             8                             1344                          
CAROLINA                      1548                          149                           149                           139                           139                           5                             5                             293                           
CHESTNUT HILLS                1858                          328                           328                           207                           207                           3                             3                             538                           
CIRCLE CREEK                  2743                          1019                          1019                          291                           291                           5                             5                             1315                          
CLEAR CREEK                   1650                          684                           684                           109                           109                           1                             1                             794                           
CONESTEE                      2377                          538                           538                           231                           231                           6                             6                             775                           
DARBY RIDGE                   2550                          1023                          1023                          197                           197                           8                             8                             1228                          
DEL NORTE                     2541                          622                           622                           283                           283                           5                             5                             910                           
DEVENGER                      1929                          697                           697                           280                           280                           1                             1                             978                           
DONALDSON                     1049                          123                           123                           100                           100                           6                             6                             229                           
DOVE TREE                     1992                          571                           571                           331                           331                           3                             3                             905                           
DUNKLIN                       2236                          852                           852                           102                           102                           3                             3                             957                           
EASTSIDE                      2344                          744                           744                           236                           236                           4                             4                             984                           
EBENEZER                      2139                          815                           815                           194                           194                           3                             3                             1012                          
EDWARDS FOREST                2333                          743                           743                           198                           198                           2                             2                             943                           
ENOREE                        2872                          860                           860                           313                           313                           9                             9                             1182                          
FEASTER                       1387                          315                           315                           132                           132                           4                             4                             451                           
FORK SHOALS                   1814                          763                           763                           125                           125                           1                             1                             889                           
FOUNTAIN INN 1                3153                          851                           851                           335                           335                           15                            15                            1201                          
FOUNTAIN INN 2                1435                          414                           414                           106                           106                           2                             2                             522                           
FURMAN                        2687                          911                           911                           315                           315                           5                             5                             1231                          
GOWENSVILLE                   1970                          855                           855                           133                           133                           5                             5                             993                           
GROVE                         1821                          273                           273                           152                           152                           7                             7                             432                           
JENNINGS MILL                 1784                          703                           703                           130                           130                           0                             0                             833                           
LAKEVIEW                      2577                          473                           473                           242                           242                           8                             8                             723                           
LAUREL RIDGE                  2312                          787                           787                           181                           181                           7                             7                             975                           
LEAWOOD                       2541                          585                           585                           245                           245                           3                             3                             833                           
MAPLE CREEK                   1966                          604                           604                           144                           144                           7                             7                             755                           
MARIDELL                      1889                          728                           728                           107                           107                           1                             1                             836                           
MAULDIN 1                     2088                          493                           493                           250                           250                           3                             3                             746                           
MAULDIN 2                     3797                          1007                          1007                          450                           450                           9                             9                             1466                          
MAULDIN 3                     2590                          511                           511                           259                           259                           6                             6                             776                           
MAULDIN 4                     3297                          854                           854                           255                           255                           10                            10                            1119                          
MAULDIN 5                     3236                          636                           636                           343                           343                           7                             7                             986                           
MAULDIN 6                     2288                          638                           638                           252                           252                           3                             3                             893                           
MAULDIN 7                     1963                          577                           577                           215                           215                           1                             1                             793                           
MISSION                       2596                          840                           840                           317                           317                           2                             2                             1159                          
MONAVIEW                      2299                          387                           387                           150                           150                           6                             6                             543                           
MOUNTAIN CREEK                2283                          929                           929                           224                           224                           2                             2                             1155                          
MOUNTAIN VIEW                 2175                          938                           938                           115                           115                           2                             2                             1055                          
NEELY FARMS                   3557                          1138                          1138                          412                           412                           5                             5                             1555                          
NORTHWOOD                     2137                          731                           731                           237                           237                           2                             2                             970                           
OAKVIEW                       2855                          1012                          1012                          297                           297                           6                             6                             1315                          
PALMETTO                      2094                          529                           529                           216                           216                           6                             6                             751                           
PARIS MOUNTAIN                1362                          528                           528                           177                           177                           3                             3                             708                           
PEBBLE CREEK                  2200                          783                           783                           193                           193                           4                             4                             980                           
PELHAM FALLS                  1132                          425                           425                           129                           129                           3                             3                             557                           
PIEDMONT                      2780                          737                           737                           206                           206                           6                             6                             949                           
PINEVIEW                      1180                          449                           449                           67                            67                            3                             3                             519                           
POINSETT                      2742                          809                           809                           260                           260                           5                             5                             1074                          
RAINTREE                      3001                          876                           876                           266                           266                           4                             4                             1146                          
REEDY FORK                    2026                          497                           497                           205                           205                           8                             8                             710                           
RIVERWALK                     2620                          989                           989                           273                           273                           2                             2                             1264                          
ROCK HILL                     2903                          636                           636                           313                           313                           3                             3                             952                           
ROCKY CREEK                   2276                          542                           542                           210                           210                           3                             3                             755                           
ROLLING GREEN                 1850                          689                           689                           143                           143                           2                             2                             834                           
ROYAL OAKS                    1558                          99                            99                            126                           126                           4                             4                             229                           
SALUDA                        1487                          460                           460                           141                           141                           10                            10                            611                           
SANDY FLAT                    3294                          1264                          1264                          287                           287                           2                             2                             1553                          
SEVIER                        2698                          890                           890                           264                           264                           6                             6                             1160                          
SILVERLEAF                    2191                          805                           805                           242                           242                           5                             5                             1052                          
SIMPSONVILLE 1                2601                          736                           736                           244                           244                           2                             2                             982                           
SIMPSONVILLE 2                1716                          484                           484                           177                           177                           2                             2                             663                           
SIMPSONVILLE 3                2385                          725                           725                           218                           218                           2                             2                             945                           
SIMPSONVILLE 4                2050                          486                           486                           191                           191                           4                             4                             681                           
SIMPSONVILLE 5                2054                          492                           492                           230                           230                           8                             8                             730                           
SIMPSONVILLE 6                2728                          758                           758                           269                           269                           10                            10                            1037                          
SKYLAND                       2504                          1105                          1105                          121                           121                           0                             0                             1226                          
SLATER MARIETTA               2873                          1005                          1005                          218                           218                           1                             1                             1224                          
SOUTHSIDE                     2277                          414                           414                           322                           322                           8                             8                             744                           
SPRING FOREST                 2520                          526                           526                           267                           267                           6                             6                             799                           
STONE VALLEY                  2485                          622                           622                           196                           196                           5                             5                             823                           
STONEHAVEN                    1914                          620                           620                           172                           172                           4                             4                             796                           
SUBER MILL                    2796                          854                           854                           274                           274                           6                             6                             1134                          
SUGAR CREEK                   2304                          840                           840                           344                           344                           2                             2                             1186                          
SULPHUR SPRINGS               2279                          696                           696                           173                           173                           4                             4                             873                           
SYCAMORE                      2336                          947                           947                           215                           215                           5                             5                             1167                          
TANGLEWOOD                    2569                          434                           434                           203                           203                           2                             2                             639                           
TAYLORS                       2355                          516                           516                           179                           179                           6                             6                             701                           
THORNBLADE                    3361                          900                           900                           282                           282                           4                             4                             1186                          
TIGERVILLE                    2529                          1026                          1026                          182                           182                           5                             5                             1213                          
TIMBERLAKE                    2633                          763                           763                           389                           389                           5                             5                             1157                          
TRADE                         2466                          485                           485                           171                           171                           3                             3                             659                           
TUBBS MOUNTAIN                2287                          951                           951                           172                           172                           4                             4                             1127                          
WADE HAMPTON                  2436                          643                           643                           204                           204                           3                             3                             850                           
WALNUT SPRINGS                4917                          1556                          1556                          446                           446                           10                            10                            2012                          
WELCOME                       2306                          351                           351                           165                           165                           4                             4                             520                           
WELLINGTON                    1587                          543                           543                           217                           217                           4                             4                             764                           
WESTCLIFFE                    1849                          469                           469                           135                           135                           3                             3                             607                           
WESTSIDE                      2197                          484                           484                           148                           148                           8                             8                             640                           
WOODMONT                      2693                          534                           534                           252                           252                           11                            11                            797                           
WOODRUFF LAKES                2704                          877                           877                           267                           267                           4                             4                             1148                          
MT. PLEASANT                  1818                          157                           157                           134                           134                           8                             8                             299                           
BAKER CREEK                   1401                          455                           455                           109                           109                           1                             1                             565                           
BRIDGE FORK                   1713                          674                           674                           155                           155                           4                             4                             833                           
CASTLE ROCK                   2639                          982                           982                           178                           178                           4                             4                             1164                          
FOX CHASE                     1867                          756                           756                           142                           142                           0                             0                             898                           
FROHAWK                       1644                          684                           684                           130                           130                           5                             5                             819                           
GRANITE CREEK                 2814                          901                           901                           261                           261                           4                             4                             1166                          
GRAZE BRANCH                  1586                          597                           597                           152                           152                           2                             2                             751                           
GREENBRIAR                    1770                          514                           514                           213                           213                           4                             4                             731                           
HILLCREST                     2534                          846                           846                           218                           218                           4                             4                             1068                          
HOLLY TREE                    1370                          517                           517                           153                           153                           4                             4                             674                           
KILGORE FARMS                 2544                          769                           769                           243                           243                           12                            12                            1024                          
LOCUST HILL                   1532                          654                           654                           78                            78                            2                             2                             734                           
LONG CREEK                    1554                          577                           577                           173                           173                           1                             1                             751                           
MOORE CREEK                   3312                          918                           918                           386                           386                           12                            12                            1316                          
ONEAL                         2727                          1123                          1123                          195                           195                           2                             2                             1320                          
RANCH CREEK                   2736                          551                           551                           301                           301                           15                            15                            867                           
RIVERSIDE                     2497                          670                           670                           235                           235                           4                             4                             909                           
SPARROWS POINT                2355                          755                           755                           223                           223                           2                             2                             980                           
STANDING SPRINGS              1824                          532                           532                           166                           166                           2                             2                             700                           
TRAVELERS REST 1              2522                          796                           796                           324                           324                           2                             2                             1122                          
TRAVELERS REST 2              1600                          520                           520                           149                           149                           1                             1                             670                           
TYGER RIVER                   1500                          349                           349                           114                           114                           2                             2                             465                           
VERDMONT                      2192                          725                           725                           206                           206                           1                             1                             932                           
WARE PLACE                    1957                          719                           719                           124                           124                           5                             5                             848                           
Absentee                      0                             9969                          9969                          4281                          4281                          121                           121                           14371                         
Emergency                     0                             0                             0                             0                             0                             0                             0                             0                             
Failsafe                      0                             167                           167                           94                            94                            2                             2                             263                           
Provisional                   0                             54                            54                            19                            19                            3                             3                             76                            
Failsafe Provisional          0                             284                           284                           124                           124                           3                             3                             411                           
Totals:                       335551                        105083                        105083                        39135                         39135                         806                           806                           145024                        

                                                                             Probate Judge (Vote For 1)
                                                            Debora A Faulkner                                           Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
GREENVILLE 1                  1707                          559                           559                           19                            19                            578                           
GREENVILLE 3                  2426                          931                           931                           19                            19                            950                           
GREENVILLE 4                  2806                          863                           863                           10                            10                            873                           
GREENVILLE 5                  2949                          998                           998                           17                            17                            1015                          
GREENVILLE 6                  684                           155                           155                           5                             5                             160                           
GREENVILLE 7                  2190                          674                           674                           9                             9                             683                           
GREENVILLE 8                  3067                          887                           887                           11                            11                            898                           
GREENVILLE 10                 2686                          887                           887                           16                            16                            903                           
GREENVILLE 14                 1861                          601                           601                           1                             1                             602                           
GREENVILLE 16                 2057                          683                           683                           20                            20                            703                           
GREENVILLE 17                 1760                          651                           651                           19                            19                            670                           
GREENVILLE 18                 1470                          596                           596                           19                            19                            615                           
GREENVILLE 19                 2394                          865                           865                           7                             7                             872                           
GREENVILLE 20                 1300                          497                           497                           10                            10                            507                           
GREENVILLE 21                 1576                          500                           500                           10                            10                            510                           
GREENVILLE 22                 2348                          849                           849                           32                            32                            881                           
